text,source,matched_keywords,label,keyword_count,text_length,has_investment_word,has_saving_word,has_risk_word
年19 수익 청년미래적금 닷새만에 100만명 가입 최고 연 수준의 수익을 올릴수 있는 청년미래적금이 지난 22일 출시된 지 닷새 만에 가입자 100만명을 돌파했다고 금융위원회가 26일 밝혔다 청년미래적금은 가입신청 첫 5영업일 26일 에는 출생연도 끝자리에 따른 5부제를 운영했다 이후 29일부터 7월 3일까지 5영업일 동안은 출생연도와 관계없이 누구나 자유롭게 가입 신청을 할 수 있다 폭발적인 수요가 확인되자 금융위는 요건만 충족한다면 가입 신청을 하는 모든 청년이 가입할 수 있도록 운영할 예정이다 청년미래적금은 만 34세 청년이 월 최대 50만원씩 3년간 납입하면 정부 기여금 최대 과 이자소득 비과세 혜택 최대 의 우대금리 등을 제공한다 이 같은 혜택을 감안하면 최대 수준의 단리 적금 상품에 가입하는 것과,금융,"금리,적금,이자",1,3,400,0,1,0
EU있는경제 게이츠재단도 베팅 예방의료에 돈 쏟는 유럽 투자사들 유럽서 새 투자 키워드로 떠오른 사전 건강관리 호흡기 바이러스 막는 코 스프레이 에 700억원 베팅 백신 투자하는 게이츠재단도 참여 감염 차단 기술에 관심 유럽서 조기검진 AI 전신스캔 스타트업도 상반기 자금 조달 이 기사는 2026년06월26일 17시58분에 마켓인 프리미엄 콘텐츠 로 선공개 되었습니다 이데일리 마켓in 유럽 헬스케어 스타트업 투자 시장에서 예방과 조기검진을 앞세운 기업들이 자금을 끌어모으고 있다 코로나19 이후 감염병 대응에 대한 관심이 높아진 데다 고령화와 의료비 부담 공공 의료 시스템의 긴 대기 시간이 맞물리면서다 감염을 초기에 막거나 건강 이상 신호를 병원 방문 전에 찾아내는 기술이 투자자들의 관심을 크게 받는 모양새다 사진 구글 이미지 갈무리,금융,"투자,돈,시장",1,3,414,1,0,0
전화 못 끊는 손님 구한 촉 6000만원 사기 피해 막은 금거래소 주인 뉴시스 불안한 표정으로 전화 통화를 이어가던 70대 손님을 수상하게 여겨 보이스피싱 피해를 막은 50대 금거래소 업주가 화제가 되고 있다 26일 인천 삼산경찰서에 따르면 전날 오후 4시 30분께 부평구 삼산동 한 금 거래소에서 70대 A씨가 6000만원 상당의 수표를 제시하며 금 구매 의사를 밝혔다 당시 A씨는 불안한 표정으로 매장 안팎을 드나들며 누군가와 통화를 이어가고 있었다 금 거래소 주인 B씨는 A씨를 유심히 지켜보다가 보이스피싱과 관련된 것을 직감하고 피해자가 눈치채지 못하게 밖으로 나와 112에 신고했다 조사결과 A씨는 검찰을 사칭한 범죄 조직으로부터 신용카드 피해가 있으니 금을 구매하라 는 말에 속아 금 거래소를 방문한 것으로 알려졌다 경찰은 예리한 관찰력으로 보이스피싱 피해를 예,금융,신용,0,1,432,0,0,0
미식으로 즐겨주길 잔 대신 접시 내민 위스키 업계 현장 캄파리코리아 성수동서 더 글렌그란트 팝업 위스키와 셰프 5인의 6종 음식 페어링 제안 싱글몰트 스카치 위스키 더 글렌그란트 의 미식 페어링 팝업스토어에서 선보이는 셰프들의 음식 사진 한때 바와 라운지에서 3차 술로 소비되던 위스키가 식탁으로 내려오고 있다 주류업계는 싱글몰트 위스키를 음식과 함께 즐기는 미식 경험으로 재해석하며 소비 접점 넓히기에 나서는 모습이다 주류 수입 유통사 캄파리코리아는 오는 27일부터 다음 달 5일까지 서울 성수동 스테이지 엑스 성수 차봇에서 싱글몰트 스카치 위스키 더 글렌그란트 의 미식 페어링 팝업스토어를 운영한다 위스키와 음식의 조화를 전면에 내세운 체험형 팝업이다 본격적인 운영에 앞서 26일 열린 미디어 행사에서 김효상 캄파리코리아 대표는 최,생활경제,"소비,수입",1,2,411,0,0,0
석유 최고가격 150원 인하 주유소 800원대로 앵커 고공 행진을 이어가던 국제 유가가 최근 중동 전쟁 이전 수준으로 안정을 찾고 있는데요 정부가 이 같은 상황을 감안해 석유 최고가격을 리터 L 당 150원씩 하향 조정하기로 했습니다 물가 안정을 위해 제도 자체는 유지하기로 했는데요 의 보도입니다 기자 미국과 이란의 종전 양해각서 체결 이후 국제유가는 배럴당 70달러 안팎으로 내려오며 전쟁 이전 흐름을 회복한 가운데 정부도 하락폭 반영에 나섰습니다 7차 석유 최고가격은 국제유가 하락과 민생부담 재정여건 등을 종합적으로 감안해 현행 수준보다 인하하되 석유류 소비자 가격이 안정화될 때까지 유지하도록 하겠습니다 정부는 7차 석유 최고가격을 6차 대비 리터 L 당 150원 인하하기로,생활경제,"물가,소비,가격,달러",1,4,382,0,0,0
정부 석유 최고가격 150원 인하 휘발유 상한액 784원 국제 유가 하락에 따라 정부가 석유 최고가격제 시행 이후 처음으로 주유소 공급가격을 대폭 낮췄습니다 산업통상자원부는 6월 27일 0시부터 적용되는 7차 석유 최고가격을 이전보다 리터당 150원씩 인하한다고 밝혔습니다 이에 따라 정유사가 주유소에 공급하는 도매가격 상한은 휘발유가 리터당 784원 경유 773원 등유는 380원으로 각각 하향 조정됩니다 산업부는 최근 미국과 이란의 종전 양해각서 체결로 중동 정세가 안정되면서 국제 유가가 배럴당 70달러대 초 중반까지 하락한 데 따른 선제적 조치라고 설명했습니다 정부는 이번 7차 최고가격을 앞으로 4주간 적용하되 시장 상황에 따라 조정 주기를 탄력적으로 적용할 계획입니다 이번 인하로 000원대 안팎이었던 전국 주유소의 휘발유 평균 판매,생활경제,"가격,달러,시장",1,3,416,0,0,0
시멘트 업계 설비투자 2년 연속 감소 건설경기 부진 직격탄 삼표시멘트 공장 데일리안 데일리안 건설경기 부진 여파로 국내 시멘트 업계의 판매량이 감소하면서 온실가스 감축을 위한 설비투자도 부진해지는 모습이다 이미 지난해 이미 설비투자액이 감소한 가운데 올해도 투자 여력이 줄어들 것이란 전망이 크다 26일 한국시멘트협회는 2025년 설비투자 실적 및 2026년 계획 을 통해 올해 설비투자 계획 규모는 4297억원 수준이라고 밝표했다 이는 지난해 4726억원 대비 약 감소한 수치이며 지난 5년간 평균 설비투자 실적인 4992억원에 비해서도 감소한 수준이다 다만 환경과 안전 등에 대한 투자는 지난 5년 평균치 기준으로 약 4269억원 를 차지해 설비투자 규모가 감소하는 추세 속에서도 환경 안전분야의 관,생활경제,투자,1,1,393,1,0,0
석유 최고가격 150원 인하 휘발유 784원 정부가 내일 27일 0시부터 적용되는 7차 석유 최고가격을 기존 가격보다 150원씩 인하하기로 결정했습니다 이에 따라 정유사의 주유소 공급가격을 기준으로 휘발유는 리터당 784원 경유 773원 등유 380원으로 최고가격이 설정됩니다 정부는 국제 유가 하락분을 선제적으로 반영했다며 민생 안정이라는 취지 아래 최고가격 인하를 결정했다고 밝혔습니다 7차 최고가격은 앞으로 4주간 적용되며 상황에 따라 탄력적으로 운영됩니다 정부는 이번 인하 결정에 따라 주유소 가격은 리터당 2천 원 초반대에서 800원대로 낮아질 것으로 전망했습니다 연합뉴스TV 기사문의 및 제보 카톡 라인 jebo23,생활경제,가격,1,1,350,0,0,0
건설 경기 얼어붙자 허리띠 조여맨 시멘트업계 설비투자 2년 째 서울 뉴시스 사진은 24일 서울 남산에서 바라본 아파트 건설 현장 사진 조수정 국내 시멘트업계가 설비투자 규모를 지난해에 이어 올해까지 2년째 줄인 것으로 나타났다 건설경기 부진으로 수익성이 떨어져 투자 여력이 줄어든 여파다 설상가상으로 정부의 온실가스 감축 기조에 맞춰 환경 투자를 늘려야 하는 상황이라 업계 고민도 깊어지고 있는 모습이다 26일 한국시멘트협회에 따르면 올해 시멘트업계의 설비투자 규모는 총 4297억원이다 이는 지난해 4726억원 보다 약 줄어든 것이며 최근 5년 평균치인 4992억원에 비해서도 줄어든 수치다 업계에선 이를 전방산업인 건설경기 침체가 장기화된 여파로 보고 있다 여기,중기/벤처,투자,1,1,372,1,0,0
안철수 李의 삼전닉스 호남 투자 하명 직권남용 국정 농단 때 대통령이 대기업에 특정 재단 출연금을 제안한 사실 만으로도 유죄 판결 이재명 대통령과 이재용 삼성전자 회장 연합뉴스 안철수 국민의힘 의원이 26일 자유 민주주의 국가인 대한민국에서 대통령에게 공기업도 아닌 사기업에 수백조 원의 투자를 특정 지역에 하라고 하명할 수 있는 권한이 있나 라고 지적했다 특히 안 의원은 대한민국 1년 치 예산의 절반이 넘는 천문학적인 금액을 그 어떤 법적 근거도 없이 정부 재정도 아닌 민간 기업의 자본으로 청와대가 주도하여 특정 지역을 점찍어 투자를 요구하는 것은 명백한 직권남용 이라고 비판했다 안 의원은 이날 페이스북에서 과거 국정농단 재판 당시 대통령이 대기업에 특정 재단 출연금을 제안한 사실 만으로도 유죄 판결이 내려졌다 공교롭게도 그때,중기/벤처,투자,1,1,411,1,0,0
모듈 방식의 로봇 SI 브릴스 코스닥 상장예비심사 통과 이 기사에 나온 스타트업에 대한 보다 다양한 기업정보는 유니콘팩토리 빅데이터 플랫폼 데이터랩 에서 볼 수 있습니다 사진제공 브릴스 모듈화 방식의 로봇 SI 시스템 통합 스타트업 브릴스 가 한국거래소 코스닥시장본부의 상장예비심사를 통과했다고 26일 밝혔다 이에 따라 브릴스는 증권신고서 제출 등 본격적인 상장 절차에 착수할 예정이다 상장 주관사는 IBK투자증권이다 2015년 설립된 브릴스는 로봇 시스템의 설계 제어 제작 설치 유지보수까지 전 과정을 아우르는 기술들을 100종 이상으로 모듈화해 제공하는 기업이다 기존 로봇 자동화 시장이 고객별 공정에 맞춰 처음부터 새로 시스템을 개발했다면 브릴스는 제어 기술과 소프트웨어 등을 모듈 단위로 구축하고 현장에 맞게 조합한다 브릴스 측은,중기/벤처,"투자,코스닥,시장",1,3,412,1,0,0
외식 통합 솔루션社 글로벌푸드테크 핀테크 기업 위지온 인수 시그널 식당 예약 관리 유통 기업 핀테크 품어 서비스 고도화 이 기사는 2026년 6월 26일 자본시장 나침반 시그널 Signal 에 표출됐습니다 글로벌푸드테크 CI 글로벌푸드테크 외식업 통합 솔루션 기업 글로벌푸드테크가 국내 핀테크 금융 기술 기업 위지온을 품는다 외식업 밸류체인 가치사슬 전반에 걸쳐 운영 중인 기존 서비스에 핀테크 기술을 입혀 외식업 정보통신 IT 시장에서 입지를 공고히 하려는 전략으로 풀이된다 26일 투자은행 IB 업계에 따르면 글로벌푸드테크는 위지온의 경영권 지분을 약 를 100억 원에 인수하는 주식매매계약 SPA 을 체결했다 이르면 이달 잔금 납입을 마쳐 거래를 종결할 예정이다 글로벌푸드테크는 포잉 테이블매니저 오더플러스 등 다양한 외,중기/벤처,"투자,주식,은행,시장",1,4,406,1,0,0
하나벤처스 민간모펀드 GP 7곳 선정 대형 TS 유안타인베 낙점 이 기사에 나온 스타트업에 대한 보다 다양한 기업정보는 유니콘팩토리 빅데이터 플랫폼 데이터랩 에서 볼 수 있습니다 사진 하나벤처스 하나벤처스가 민간모펀드 출자사업의 최종 운용사 GP 로 7개사를 확정했다 이번 출자사업은 중소벤처기업부 소관 2026년 모태펀드 1차 정시 출자사업에 선정된 운용사들이 매칭 자금을 확보하기 위해 대거 몰리며 치열한 경쟁을 펼쳤다 26일 벤처투자업계에 따르면 하나벤처스는 하나 모두 성장 K 미래전략산업 벤처 모펀드 1차 출자사업의 최종 운용사로 일반 분야 5개사 대형 분야 2개사 등 총 7개사를 선정했다 이번 출자사업에는 총 29개 조합이 제안서를 제출해 약 4대 1의 경쟁률을 기록한 바 있다 총 5개사를 선정하는 일반 분야에는 스마일게이트인베스트,중기/벤처,"투자,펀드",1,2,417,1,0,0
K뷰티 이어 위생용품도 해외서 인기 유기농 기능성 앞세워 해외 시장 존재감 확대 국내 시장 둔화되며 새로운 성장 동력 부상 19일 서울 중구 이마트 용산점에서 직원이 여성용품을 가판대에 진열하고 있다 뉴스1 국내 여성용품이 일본 싱가포르 등 아시아 지역은 물론 북미까지 진출해 현지 소비자들로부터 호평을 받고 있다 유기농 소재와 기능성 안전성을 앞세워 수출 규모를 키우는 모습이다 25일 업계에 따르면 국내 여성용품 브랜드들이 해외 사업을 확대하고 있다 여성용품 브랜드 라엘은 지난해 12월 기준 생리대 글로벌 누적 판매량 18억 개를 돌파했다 2023년 이후 2년 만에 누적 판매량이 두 배 가까이 늘어난 규모다 라엘은 미국 아마존 생리대 판매 부문 1위에 오르며 해외 시장에 안착한 이후 현재 미국 전역에 2만여 개의 오프라인 유통망,중기/벤처,"소비,시장",1,2,412,0,0,0
단독 8000억 투자 날렸다 AI교과서 업체들 국가 상대 손배소 AIDT 발행사와 에듀테크 기업 등 임직원 5000여명이 지난 2025년 7월 21일 서울 여의도 국회 앞에서 AIDT 교과서 지위 유지 궐기대회 를 열고 교과서 지위 강등을 멈출 것을 호소했다 한국교과서협회 AIDT 개발 참여 YBM 동아출판 등 교과서 지위 무산되며 금전적 손해 중앙지법에 민사소송 법적공방 예고 헤럴드경제 인공지능 디지털교과서 AIDT 도입 정책 변경으로 피해를 입었다고 주장해온 교과서 발행사들이 정부를 상대로 손해배상 청구 소송에 들어간 것으로 확인됐다 정부가 2023년 6월 AIDT 추진방안을 발표한 지 3년 만이다 AIDT의 교과서 지위를 둘러싼 헌법소원과는 별개로 발행사들이 손해배상을 요구하는 민사소송을 실제 제기한 것은 이번이 처음이다 25일 교육,중기/벤처,투자,1,1,418,1,0,0
스트라드비젼 인도 상용차 OEM 신규 프로그램 공급사 선정 사진제공 스트라드비젼 스트라드비젼 대표 김준환 이 인도 OEM 완성차 업체 의 신규 양산 차량 프로그램 2건에 대한 AS 첨단운전자보조시스템 인식 소프트웨어 공급사로 선정됐다고 26일 밝혔다 이번 선정으로 스트라드비젼은 기존에 진행 중인 인도 프로젝트를 포함해 총 3건의 양산 프로그램을 수행하게 됐다 인도는 글로벌 자동차 산업의 주요 성장 시장 중 하나다 연간 100만 대 규모의 상용차 부문도 인프라 투자 확대와 물류 수요 증가에 힘입어 성장이 예상되며 차량 안전 규제 강화와 AS 도입 확대에 따라 관련 시장의 성장도 기대된다 스트라드비젼은 인도를 전략 시장으로 선정하고 2026년 3분기 내 현지 법인 설립을 완료해 고객 지원 및 사업 개발 체계를 강화할 계획이다 회사 측은 현재 글로벌,중기/벤처,"투자,시장",1,2,421,1,0,0
티키타카 프로필 성향 기반 소통 매칭 시스템 도입 외모 중심 평가 탈피 라이프스타일 및 가치관 정보 기반 대화 환경 조성 성향 테스트 등 상호 기능 활용해 이용자 간 공통 지점 도출 인증 및 매너 평가 시스템 도입을 통한 플랫폼 내 이용자 안전성 확보 티키타카 사진 티키타카 데이팅 사이트 시장에서 사용자의 성향과 대화의 합을 기준으로 삼는 소통 중심의 매칭 사이트 티키타카 Tikitaka 가 서비스를 전개 중이라고 26일 밝혔다 티키타카는 사진 위주의 단순 외모 평가나 무분별한 스와이프 매칭 방식에서 벗어나 이용자가 직접 작성한 프로필과 라이프스타일 데이터를 기반으로 상대방과 대화를 나눌 수 있는 환경을 구축하는 데 집중하고 있다 해당 서비스는 밸런스 게임 성향 테스트 등의 내부 기능을 통해 사용자 간의 공통 관심사를 도출하는 방식을 취한다,중기/벤처,시장,1,1,419,0,0,0
HBM 장악한 한미반도체 이번엔 AI 시스템반도체 장비 정조준 한미반도체 AI 시스템반도체용 FC 본더 출시 FC 본더 이어 시스템반도체 장비 제품군 확대 이데일리 고대역폭 메모리 HBM 장비 시장을 장악한 한미반도체 가 시스템반도체 장비 시장 영토를 본격적으로 넓힌다 첨단 패키징 기술을 시스템반도체 영역에서도 선보여 매출 규모를 늘리겠다는 계획이다 한미반도체가 최근 출시한 시스템반도체용 신규 장비 FC 본더 사진 한미반도체 한미반도체는 인공지능 AI 시스템반도체용 신규 장비 FC 본더 를 출시하고 세계적 파운드리 후공정 OSAT 기업에 공급한다고 26일 밝혔다 한미반도체는 AI 반도체 수요 급증에 따라 폭발적으로 성장 중인 5D 패키징 시장 여러 반도체 칩을 하나처럼 연결하는 첨단 조,중기/벤처,시장,1,1,388,0,0,0
디벨로퍼협회 해외인프라도시개발지원공사 해외 도시개발 업무협약 체결 해외 도시 개발사업 정보 교류 협력 체계 구축 서울 뉴시스 한국디벨로퍼협회 한국해외인프라도시개발지원공사 해외 도시개발사업 진출 지원 위한 업무협약 체결 서울 뉴시스 한국디벨로퍼협회와 한국해외인프라도시개발지원공사 KIND 가 국내 부동산개발업계의 해외 도시개발사업 진출을 지원하기 위해 협력 체계를 구축했다 디벨로퍼협회는 KIND와 해외 도시개발사업 활성화 및 국내 기업의 글로벌 시장 진출 지원을 위한 업무협약 MOU 을 체결했다고 26일 밝혔다 양 기관은 협약을 통해 해외 도시개발 관련 정보 교류를 강화하고 관련 기관 기업 간 협력 네트워크를 확대하기로 했다 또 기업 지원 체계 마련과 전문인력 양성을 위한 교육 자료 공유 등 다각적인 협력 방안도 추진할 계획이다 협약 체결,부동산,시장,1,1,416,0,0,0
올해 수도권 주택 27만채 짓겠다더니 넉달간 3만7000채 그쳐 4월 수도권 착공 올해 목표의 서울은 7023채 그쳐 작년보다 뒷걸음 서울 동대문구 한 주택재건축현장 모습 자료사진 뉴스1 김용범 대통령정책실장이 최근 주택을 닥치고 지어야 한다 고 말하는 등 정부가 집값 안정을 위해 주택 공급을 강조하고 나섰지만 올해 실제 주택 공급 속도는 정부가 지난해 발표한 목표에 미치지 못하는 것으로 나타났다 26일 국토교통부 주택통계에 따르면 올해 4월 수도권 주택 착공 물량은 3만7170채다 정부가 지난해 공급대책에서 밝힌 올해 수도권 착공 목표인 26만9000채의 수준이다 매월 평균 약 9300채가 공급됐는데 26만9000채를 채우기 위한 월평균 물량 약 2만2400채의 절반에도 미치지 못한다 주택 착공이 통상 연초에는 적,부동산,목표,1,1,405,0,1,0
작은 집이 더 올랐다 서울 소형아파트 상승률 대형의 3배 남산에서 바라본 서울 아파트 전경 연합뉴스 올해 상반기 서울 아파트 시장에서 소형 아파트가 대형 아파트의 3배가 넘는 가격 상승률을 기록하며 시장을 사실상 주도했다 1년 전에는 대형 아파트가 상승장을 이끌었으나 정반대 흐름을 최근 보이고 있는 셈이다 이는 강화된 주택담보대출 규제로 대출한도가 줄어든 탓에 수요자들이 상대적으로 진입장벽이 낮은 아파트로 몰린 영향으로 분석된다 25일 한국부동산원의 주간 아파트가격 동향 조사에 따르면 올해 상반기 6월 넷째 주 기준 서울 아파트 전용면적 구간의 매매가격지수는 지난해 말보다 상승해 모든 면적대 가운데 가장 높은 상승률을 기록했다 이어 이하,부동산,"가격,대출,담보,시장",1,4,360,0,0,0
등록임대 손질 예고 공급 효과 vs 전세난 심화 앵커 정부가 부동산 시장 안정을 위해 등록임대 주택사업자들이 받아온 세제 혜택 축소를 검토하고 있습니다 이에 따라 주택 공급 효과가 예상되지만 전월세난 심화 등 부작용을 우려하는 목소리도 있습니다 입니다 기자 최근 임광현 국세청장이 SNS에 올린 글입니다 서울 아파트 6만 8천 가구가 시장에 공급될 수 있도록 등록임대주택의 양도세 감면 등 세제 혜택을 줄여야 한다는 의견을 제시했습니다 이는 앞서 이재명 대통령이 언급했던 세제 혜택 재검토론을 다시 꺼내 든 것입니다 8년이 지났어 의무임대기간이 지났어요 그런데 일정 기간이 아니고 무제한으로 백 년이고 천 년이고 중과도 안 하고 300채 500채 가진 사람도 많던데 그거는 양도세 중과 없이 뭐,부동산,시장,1,1,388,0,0,0
재테크트렌드페어 주택공급은 장기전 하반기 세제가 변수 정부가 주택 공급 확대에 속도를 내는 가운데 시장의 관심은 올해 7월 세제 개편으로 향하고 있다 공급 확대는 시장 안정에 필요한 과제지만 실제 공급이 이뤄지기까지는 시간이 걸리는 만큼 단기적으로는 세제 개편과 전 월세 시장 흐름이 하반기 집값 향방을 좌우할 것이란 전망이 나왔다 재테크트렌드페어 가 26일 서울 강남구 SETEC에서 열렸다 26일 서울무역전시장 SETEC 에서 개막한 중앙일보의 재테크트렌드페어 연단에 선 부동산 전문가가 내놓은 공통된 진단이다 이런 시장 분위기를 반영하듯 하반기 전망을 들으려는 관람객의 발길이 부동산관 에 이어졌다 국토교통부와 연구기관 금융권 민간 전문가들은 정부 정책과 시장 전망 실수요자 전략 등을 주제로 강연과 토론을 진,부동산,시장,1,1,400,0,0,0
아파트 공시가 이의신청 만 수용 5년만에 최대 6천건 신청 가격 정정 121건에 그쳐 공동주택 공시가격 상승으로 세금 부담 우려가 커지면서 이의신청이 최근 5년 새 최대 규모로 몰렸지만 실제 받아들여진 비율은 에도 못 미친 것으로 나타났다 공시가격은 재산세 종합부동산세뿐 아니라 건강보험료와 기초연금 등 각종 행정 기준으로 쓰이는 만큼 소유자 불만은 커졌지만 조정 문턱은 여전히 높았다 국토교통부가 2026년도 공동주택가격 일부 조정 및 정정 사항을 26일 관보를 통해 공고했다 이번 정정공시 대상은 이의신청이 수용된 121가구와 이와 관련된 279가구를 포함해 총 400가구다 이번 공고는 올해 공동주택 공시가격에 접수된 이의신청 6066건을 검토한 결과다 이 가운데 실제 수용된 건수는 121건으로 인용률은 에 그쳤,부동산,"가격,세금",1,2,402,0,0,0
반포 팰리스 오피스텔 호텔 헬스케어 복합개발 폴코리아반포 용적률 적용 가톨릭대 첨단의료 서비스 지원 수색역 어르신안심주택 696가구 서울 서초구 반포동 옛 쉐라톤팔레스호텔 부지가 웰니스 시설과 레지던스 호텔이 결합한 하이엔드 복합시설 개념도 로 개발된다 메디컬 허브로 조성되는 단지 내 웰니스 시설은 가톨릭대와 협력하기로 했다 은평구 지하철 6호선 수색역 인근에는 공공지원 민간임대 형태의 어르신 안심주택 696가구가 들어설 예정이다 옛 쉐라톤팔레스호텔 부지 개발업체인 폴코리아반포PFV 프로젝트금융투자회사 는 가톨릭대 산학협력단과 단지 내 웰니스 시설 조성을 위한 업무협약 MOU 을 맺었다고 26일 밝혔다 가톨릭대 산학협력단은 서울성모병원을 비롯한 가톨릭대 부속 의료기관과의 산학협력 업무를 하는 기관이다 양측은 웰니스 서비스,부동산,투자,1,1,408,1,0,0
속보 뉴욕증시 일제 하락 출발 나스닥 후속기사가 이어집니다,글로벌경제,증시,0,1,32,1,0,0
올댓차이나 대만 증시 글로벌 반도체주 약세에 급반락 마감 서울 뉴시스 대만 타이베이 증시는 26일 전 세계 시장에서 반도체 관련주가 대폭 조정을 받는 여파로 주력 기술주에 매도 선행하면서 대폭 반락 마감했다 자취안 加權 지수는 이날 전일 대비 포인트 내려간 4만4571 76으로 폐장했다 장중 최고인 4만6188 60으로 개장한 지수는 4만4454 22까지 주저앉았다가 다소 만회하고서 거래를 마쳤다 낙폭은 사상 3번째로 컸다 금융주를 제외한 지수는 3만9963 70으로 포인트 떨어졌다 주요 8대 업종 모두 약세를 면치 못했다 시장 비중이 절대적인 전자기기주가 시멘트 요업주 식품주 석유화학주 방직주 금융주 건설주,글로벌경제,"증시,시장",1,2,344,1,0,0
그래도 1조 달러는 받아야 냉랭해진 IPO시장 오픈AI 상장 연기 내년으로 IPO 연기 유력 스페이스X 주가 곤두박질치고 AI기업 고평가 논란까지 겹쳐 美 정부 신제품 규제도 변수로 챗GPT 흑자전환 시간 더 필요 무리한 IPO보다 속도조절 선택 오픈AI는 AI 기업 고평가 논란과 시장 부진 규제 리스크 등을 이유로 IPO 시점을 내년으로 미루는 방안을 검토하고 있다 AFP 연합뉴스 챗GPT 개발사 오픈AI가 당초 올해로 잡았던 기업공개 IPO 시점을 내년으로 미루는 방안을 유력하게 검토하고 있다 이달 상장한 스페이스X 주가가 부진한 흐름을 보이는 데다 인공지능 AI 기업의 고평가 논란까지 겹치면서 무리하게 상장을 강행하기보다 시장 상황을 지켜보겠다는 판단이 작용한 것으로 풀이된다 특히 샘 올트먼 오픈AI 최고경영자 CEO 가 기업가치 1조달러를 고수하고,글로벌경제,"달러,시장",1,2,427,0,0,1
폭스바겐 60만명 중 10만명 감원 방침 기존합의 5만명 포함 중국차 현재 유럽시장 10분의 차지 AP 뉴시스 폭스바겐 본부와 로고 서울 뉴시스 유럽 최대 자동차 제조사인 독일의 폭스바겐 VW 은 중국산 자동차의 급속한 유럽 시장 잠식에 획기적 비용 절감 방안으로 최대 10만 명의 일자리를 없애고 독일 내 4개 공장 생산을 종료시킬 방침이라고 26일 영국 파이낸셜 타임스가 보도했다 전 세계에 걸쳐 현재 약 62만 5000명에 달하는 인력 중 6명 중 1명 꼴로 일자리를 잃게 돼 유럽 기업 최대 감원 중 하나가 될 전망이다 독일 볼프부르그에 본부를 둔 폭스바겐은 이미 2024년 말 노조와 합의를 통해 2030년까지 5만 개의 일자리를 없앤다고 발표했다 총 감축 인력 10만 명 안에 이 기 발표분 5만 명이 포함되어 있다 폭스바겐은,글로벌경제,시장,1,1,412,0,0,0
7차 석유 최고가격 150원씩 인하 휘발유 784원 전쟁 이전으로 돌아간 국제유가 석유 최고가격 하향 전망 정부가 내일 27일 0시부터 적용되는 7차 석유 최고가격을 기존 가격보다 150원씩 인하하기로 결정했습니다 이에 따라 정유사의 주유소 공급가격을 기준으로 휘발유는 리터당 784원 경유 773원 등유 380원으로 최고가격이 설정됩니다 산업통상부는 보도자료를 통해 지난주 미국 이란 종전 MOU 합의 이후 유조선의 호르무즈 해협 통항 사례가 증가하는 등 중동정세의 불확실성은 다소 줄어든 상황 이라고 설명했습니다 이어 이에 따라 6월 25일 국제 유가는 배럴당 70불대 초 중반까지 하락했고 국제 석유제품 가격도 6월초 대비 크게 하락했다 고 밝혔습니다 산업부는 민생 안정이라는 최고가격제도의 기본 취지 아래 국내 석유가격 안정과,글로벌경제,가격,1,1,410,0,0,0
올댓차이나 홍콩 증시 글로벌 반도체 약세 中 경기불안에 속락 마감 H주 서울 뉴시스 홍콩 증시는 26일 반도체 관련주의 글로벌 조정과 중국 경기선행 불안에 투자심리가 위축하면서 속락 마감했다 항셍지수는 이날 전일 대비 포인트 내려간 2만2671 86으로 폐장했다 장 초반 심리 경계선인 2만3000선을 하회하고서 1년2개월 만에 저수준으로 주저앉았다 홍콩 증시 상장 중국기업주 중심의 H주 지수는 전일보다 포인트 떨어진 84로 장을 끝냈다 기술주로 이뤄진 항셍과기 지수는 전일에 비해 포인트 대폭 하락한 59로 거래를 마쳤다 이란이 호르무즈 해협을 항행하던 싱가포르 선적 화물선을 공격했다는 소식에 유가가 오르자 투자자들의 리스크 회피 매도도 출회 낙폭을 확대했다,글로벌경제,"투자,증시",1,2,371,1,0,1
순환매 막는 반도체 고금리 7월 증시 선별 대응 필요 VKOSPI 금융위기 넘었다 실적 기대 레버리지 ETF 변동성 순환매 쉽지 않아 현금흐름 이익 모멘텀 갖춘 종목 주목 서울 중구 하나은행 딜링룸 현황판에 코스피 등이 표시되고 있다 사진 연합뉴스 이코노미스트 국내 증시가 사상 최고 수준에 근접한 가운데 7월에는 실적 시즌과 높은 밸류에이션 부담이 맞물리며 변동성이 확대될 수 있다는 전망이 나왔다 코스피 기업들의 이익 증가 기대가 역사적으로 높은 수준까지 올라온 데다 레버리지 ETF 확산과 반도체 쏠림 현상이 시장 변동성을 키우고 있다는 분석이다 27일 하나증권 이재만 연구원과 손일수 연구원은 7월 주식시장 전망과 전략 순환매의 조건 이익과 유가 그리고 금리 보고서를 통해 높은 실적 기대가 주가 상승의 동력이 되고 있지만 기,글로벌경제,"금리,주식,증시,코스피,변동성,은행,레버리지,시장",1,8,410,1,0,1
